call_id,timestamp,region,call_type,call_duration,priority_level,agent_available,weather_flag,is_holiday,call_volume_next_interval,hour,day_of_week,is_weekend,lag_1,rolling_call_count,moving_avg_3
249,2025-01-01 20:45:00,South,Medical,680,3,8,Normal,0,29,20,2,0,34.0,95.0,31.666666666666668
250,2025-01-01 20:50:00,Central,Medical,704,3,14,Normal,0,31,20,2,0,29.0,94.0,31.333333333333332
251,2025-01-01 20:55:00,West,Police,714,2,28,Normal,0,35,20,2,0,31.0,95.0,31.666666666666668
252,2025-01-01 21:00:00,South,Police,358,2,23,Normal,0,23,21,2,0,35.0,89.0,29.666666666666668
253,2025-01-01 21:05:00,South,Police,218,2,20,Normal,0,11,21,2,0,23.0,69.0,23.0
254,2025-01-01 21:10:00,West,Medical,775,3,19,Normal,0,23,21,2,0,11.0,57.0,19.0
255,2025-01-01 21:15:00,West,Fire,446,4,19,Severe,1,57,21,2,0,23.0,91.0,30.333333333333332
256,2025-01-01 21:20:00,Central,Medical,872,3,14,Normal,0,18,21,2,0,57.0,98.0,32.666666666666664
257,2025-01-01 21:25:00,Central,Police,625,2,7,Normal,0,17,21,2,0,18.0,92.0,30.666666666666668
258,2025-01-01 21:30:00,North,Fire,1103,4,9,Normal,0,25,21,2,0,17.0,60.0,20.0
259,2025-01-01 21:35:00,West,Police,381,2,18,Normal,0,27,21,2,0,25.0,69.0,23.0
260,2025-01-01 21:40:00,West,Medical,707,3,16,Normal,0,24,21,2,0,27.0,76.0,25.333333333333332
261,2025-01-01 21:45:00,South,Medical,481,3,14,Normal,0,17,21,2,0,24.0,68.0,22.666666666666668
262,2025-01-01 21:50:00,East,Medical,549,3,15,Normal,0,15,21,2,0,17.0,56.0,18.666666666666668
263,2025-01-01 21:55:00,South,Police,402,2,24,Normal,0,19,21,2,0,15.0,51.0,17.0
264,2025-01-01 22:00:00,North,Fire,420,4,22,Normal,0,18,22,2,0,19.0,52.0,17.333333333333332
265,2025-01-01 22:05:00,East,Other,260,1,22,Normal,0,15,22,2,0,18.0,52.0,17.333333333333332
266,2025-01-01 22:10:00,North,Police,772,2,6,Normal,0,13,22,2,0,15.0,46.0,15.333333333333334
267,2025-01-01 22:15:00,South,Medical,497,3,6,Normal,0,24,22,2,0,13.0,52.0,17.333333333333332
268,2025-01-01 22:20:00,South,Medical,443,3,20,Normal,0,29,22,2,0,24.0,66.0,22.0
269,2025-01-01 22:25:00,West,Medical,542,3,21,Normal,0,17,22,2,0,29.0,70.0,23.333333333333332
270,2025-01-01 22:30:00,West,Police,575,2,12,Normal,0,15,22,2,0,17.0,61.0,20.333333333333332
271,2025-01-01 22:35:00,North,Police,225,2,21,Normal,0,26,22,2,0,15.0,58.0,19.333333333333332
272,2025-01-01 22:40:00,North,Medical,526,3,10,Normal,0,19,22,2,0,26.0,60.0,20.0
273,2025-01-01 22:45:00,Central,Other,367,1,14,Normal,0,19,22,2,0,19.0,64.0,21.333333333333332
274,2025-01-01 22:50:00,North,Medical,537,3,12,Normal,0,24,22,2,0,19.0,62.0,20.666666666666668
275,2025-01-01 22:55:00,East,Medical,582,3,22,Normal,0,21,22,2,0,24.0,64.0,21.333333333333332
276,2025-01-01 23:00:00,Central,Police,459,2,10,Normal,0,21,23,2,0,21.0,66.0,22.0
277,2025-01-01 23:05:00,North,Fire,932,4,17,Normal,1,26,23,2,0,21.0,68.0,22.666666666666668
278,2025-01-01 23:10:00,East,Police,581,2,9,Severe,0,32,23,2,0,26.0,79.0,26.333333333333332
279,2025-01-01 23:15:00,North,Fire,763,4,16,Normal,1,26,23,2,0,32.0,84.0,28.0
280,2025-01-01 23:20:00,West,Other,289,1,5,Normal,0,20,23,2,0,26.0,78.0,26.0
281,2025-01-01 23:25:00,South,Police,478,2,20,Normal,0,18,23,2,0,20.0,64.0,21.333333333333332
282,2025-01-01 23:30:00,Central,Police,265,2,7,Normal,0,16,23,2,0,18.0,54.0,18.0
283,2025-01-01 23:35:00,East,Police,342,2,25,Normal,0,16,23,2,0,16.0,50.0,16.666666666666668
284,2025-01-01 23:40:00,South,Police,450,2,27,Normal,0,24,23,2,0,16.0,56.0,18.666666666666668
285,2025-01-01 23:45:00,Central,Police,746,2,23,Normal,0,18,23,2,0,24.0,58.0,19.333333333333332
286,2025-01-01 23:50:00,South,Other,249,1,20,Normal,1,33,23,2,0,18.0,75.0,25.0
287,2025-01-01 23:55:00,West,Medical,626,3,18,Severe,0,47,23,2,0,33.0,98.0,32.666666666666664
288,2025-01-02 00:00:00,West,Medical,736,3,8,Normal,0,25,0,3,0,47.0,105.0,35.0
289,2025-01-02 00:05:00,East,Medical,633,3,13,Normal,0,17,0,3,0,25.0,89.0,29.666666666666668
290,2025-01-02 00:10:00,North,Other,354,1,27,Severe,0,48,0,3,0,17.0,90.0,30.0
291,2025-01-02 00:15:00,East,Other,149,1,25,Normal,0,17,0,3,0,48.0,82.0,27.333333333333332
292,2025-01-02 00:20:00,North,Police,400,2,13,Normal,0,25,0,3,0,17.0,90.0,30.0
293,2025-01-02 00:25:00,Central,Police,623,2,16,Normal,0,26,0,3,0,25.0,68.0,22.666666666666668
294,2025-01-02 00:30:00,West,Fire,631,4,25,Normal,0,14,0,3,0,26.0,65.0,21.666666666666668
295,2025-01-02 00:35:00,West,Medical,705,3,16,Normal,0,23,0,3,0,14.0,63.0,21.0
296,2025-01-02 00:40:00,North,Police,286,2,10,Normal,0,30,0,3,0,23.0,67.0,22.333333333333332
297,2025-01-02 00:45:00,South,Other,192,1,17,Normal,0,18,0,3,0,30.0,71.0,23.666666666666668
298,2025-01-02 00:50:00,North,Police,248,2,18,Normal,0,21,0,3,0,18.0,69.0,23.0
299,2025-01-02 00:55:00,Central,Fire,1103,4,14,Normal,0,25,0,3,0,21.0,64.0,21.333333333333332
300,2025-01-02 01:00:00,North,Other,376,1,23,Severe,0,38,1,3,0,25.0,84.0,28.0
301,2025-01-02 01:05:00,West,Police,783,2,12,Normal,0,28,1,3,0,38.0,91.0,30.333333333333332
302,2025-01-02 01:10:00,South,Other,349,1,9,Normal,0,22,1,3,0,28.0,88.0,29.333333333333332
303,2025-01-02 01:15:00,North,Police,523,2,5,Normal,0,10,1,3,0,22.0,60.0,20.0
304,2025-01-02 01:20:00,West,Other,342,1,19,Normal,0,14,1,3,0,10.0,46.0,15.333333333333334
305,2025-01-02 01:25:00,East,Police,465,2,18,Normal,0,22,1,3,0,14.0,46.0,15.333333333333334
306,2025-01-02 01:30:00,West,Police,713,2,10,Severe,0,42,1,3,0,22.0,78.0,26.0
307,2025-01-02 01:35:00,West,Medical,610,3,17,Severe,0,47,1,3,0,42.0,111.0,37.0
308,2025-01-02 01:40:00,North,Police,704,2,10,Severe,0,46,1,3,0,47.0,135.0,45.0
309,2025-01-02 01:45:00,North,Medical,329,3,16,Normal,0,19,1,3,0,46.0,112.0,37.333333333333336
310,2025-01-02 01:50:00,South,Medical,417,3,8,Normal,0,19,1,3,0,19.0,84.0,28.0
311,2025-01-02 01:55:00,West,Medical,492,3,19,Normal,0,20,1,3,0,19.0,58.0,19.333333333333332
312,2025-01-02 02:00:00,East,Medical,774,3,15,Normal,0,22,2,3,0,20.0,61.0,20.333333333333332
313,2025-01-02 02:05:00,West,Police,685,2,5,Normal,0,21,2,3,0,22.0,63.0,21.0
314,2025-01-02 02:10:00,East,Police,756,2,8,Normal,0,34,2,3,0,21.0,77.0,25.666666666666668
315,2025-01-02 02:15:00,East,Medical,424,3,19,Normal,0,28,2,3,0,34.0,83.0,27.666666666666668
316,2025-01-02 02:20:00,West,Medical,386,3,10,Normal,0,25,2,3,0,28.0,87.0,29.0
317,2025-01-02 02:25:00,Central,Other,377,1,8,Normal,0,31,2,3,0,25.0,84.0,28.0
318,2025-01-02 02:30:00,Central,Other,141,1,6,Normal,1,34,2,3,0,31.0,90.0,30.0
319,2025-01-02 02:35:00,West,Medical,438,3,11,Normal,0,11,2,3,0,34.0,76.0,25.333333333333332
320,2025-01-02 02:40:00,West,Fire,672,4,7,Normal,0,15,2,3,0,11.0,60.0,20.0
321,2025-01-02 02:45:00,Central,Police,719,2,9,Normal,0,21,2,3,0,15.0,47.0,15.666666666666666
322,2025-01-02 02:50:00,Central,Fire,645,4,25,Normal,0,27,2,3,0,21.0,63.0,21.0
323,2025-01-02 02:55:00,North,Other,111,1,10,Normal,0,11,2,3,0,27.0,59.0,19.666666666666668
324,2025-01-02 03:00:00,South,Fire,986,4,5,Normal,0,26,3,3,0,11.0,64.0,21.333333333333332
325,2025-01-02 03:05:00,East,Police,281,2,23,Normal,0,21,3,3,0,26.0,58.0,19.333333333333332
326,2025-01-02 03:10:00,North,Medical,636,3,21,Normal,0,24,3,3,0,21.0,71.0,23.666666666666668
327,2025-01-02 03:15:00,Central,Police,693,2,27,Normal,0,17,3,3,0,24.0,62.0,20.666666666666668
328,2025-01-02 03:20:00,South,Medical,425,3,25,Normal,0,23,3,3,0,17.0,64.0,21.333333333333332
329,2025-01-02 03:25:00,North,Police,362,2,23,Normal,0,17,3,3,0,23.0,57.0,19.0
330,2025-01-02 03:30:00,East,Police,224,2,9,Severe,0,30,3,3,0,17.0,70.0,23.333333333333332
331,2025-01-02 03:35:00,West,Police,303,2,27,Normal,0,22,3,3,0,30.0,69.0,23.0
332,2025-01-02 03:40:00,East,Medical,487,3,17,Normal,0,19,3,3,0,22.0,71.0,23.666666666666668
333,2025-01-02 03:45:00,South,Medical,674,3,6,Normal,0,30,3,3,0,19.0,71.0,23.666666666666668
334,2025-01-02 03:50:00,Central,Police,707,2,6,Normal,0,10,3,3,0,30.0,59.0,19.666666666666668
335,2025-01-02 03:55:00,East,Medical,530,3,25,Normal,0,28,3,3,0,10.0,68.0,22.666666666666668
336,2025-01-02 04:00:00,East,Medical,612,3,29,Normal,0,16,4,3,0,28.0,54.0,18.0
337,2025-01-02 04:05:00,South,Other,153,1,24,Normal,0,20,4,3,0,16.0,64.0,21.333333333333332
338,2025-01-02 04:10:00,Central,Other,121,1,8,Normal,0,19,4,3,0,20.0,55.0,18.333333333333332
339,2025-01-02 04:15:00,South,Medical,653,3,15,Normal,0,17,4,3,0,19.0,56.0,18.666666666666668
340,2025-01-02 04:20:00,Central,Medical,395,3,26,Normal,0,13,4,3,0,17.0,49.0,16.333333333333332
341,2025-01-02 04:25:00,Central,Other,256,1,15,Normal,0,25,4,3,0,13.0,55.0,18.333333333333332
342,2025-01-02 04:30:00,West,Police,340,2,23,Normal,0,21,4,3,0,25.0,59.0,19.666666666666668
343,2025-01-02 04:35:00,South,Medical,474,3,27,Normal,0,32,4,3,0,21.0,78.0,26.0
344,2025-01-02 04:40:00,East,Other,380,1,13,Normal,0,15,4,3,0,32.0,68.0,22.666666666666668
345,2025-01-02 04:45:00,Central,Fire,939,4,13,Normal,0,22,4,3,0,15.0,69.0,23.0
346,2025-01-02 04:50:00,North,Medical,312,3,22,Normal,0,22,4,3,0,22.0,59.0,19.666666666666668
347,2025-01-02 04:55:00,East,Police,299,2,17,Normal,0,23,4,3,0,22.0,67.0,22.333333333333332
348,2025-01-02 05:00:00,West,Police,227,2,10,Normal,0,19,5,3,0,23.0,64.0,21.333333333333332
349,2025-01-02 05:05:00,West,Medical,534,3,7,Normal,0,23,5,3,0,19.0,65.0,21.666666666666668
350,2025-01-02 05:10:00,Central,Police,724,2,9,Normal,0,24,5,3,0,23.0,66.0,22.0
351,2025-01-02 05:15:00,West,Medical,470,3,29,Normal,0,18,5,3,0,24.0,65.0,21.666666666666668
352,2025-01-02 05:20:00,West,Medical,764,3,12,Normal,1,37,5,3,0,18.0,79.0,26.333333333333332
353,2025-01-02 05:25:00,North,Medical,433,3,11,Normal,0,21,5,3,0,37.0,76.0,25.333333333333332
354,2025-01-02 05:30:00,West,Police,211,2,20,Normal,0,24,5,3,0,21.0,82.0,27.333333333333332
355,2025-01-02 05:35:00,East,Medical,630,3,12,Normal,0,21,5,3,0,24.0,66.0,22.0
356,2025-01-02 05:40:00,West,Other,256,1,6,Normal,0,19,5,3,0,21.0,64.0,21.333333333333332
357,2025-01-02 05:45:00,West,Other,218,1,9,Normal,0,11,5,3,0,19.0,51.0,17.0
358,2025-01-02 05:50:00,North,Medical,389,3,16,Normal,0,22,5,3,0,11.0,52.0,17.333333333333332
359,2025-01-02 05:55:00,East,Medical,755,3,12,Normal,0,25,5,3,0,22.0,58.0,19.333333333333332
360,2025-01-02 06:00:00,West,Medical,737,3,29,Normal,0,22,6,3,0,25.0,69.0,23.0
361,2025-01-02 06:05:00,Central,Fire,760,4,15,Normal,0,11,6,3,0,22.0,58.0,19.333333333333332
362,2025-01-02 06:10:00,Central,Other,145,1,9,Normal,0,17,6,3,0,11.0,50.0,16.666666666666668
363,2025-01-02 06:15:00,Central,Fire,402,4,10,Severe,0,45,6,3,0,17.0,73.0,24.333333333333332
364,2025-01-02 06:20:00,North,Medical,551,3,20,Normal,0,25,6,3,0,45.0,87.0,29.0
365,2025-01-02 06:25:00,Central,Fire,418,4,27,Severe,0,40,6,3,0,25.0,110.0,36.666666666666664
366,2025-01-02 06:30:00,West,Medical,726,3,11,Normal,0,24,6,3,0,40.0,89.0,29.666666666666668
367,2025-01-02 06:35:00,West,Medical,811,3,14,Severe,0,42,6,3,0,24.0,106.0,35.333333333333336
368,2025-01-02 06:40:00,East,Medical,454,3,29,Normal,0,24,6,3,0,42.0,90.0,30.0
369,2025-01-02 06:45:00,North,Police,603,2,25,Normal,0,30,6,3,0,24.0,96.0,32.0
370,2025-01-02 06:50:00,North,Police,315,2,24,Normal,0,19,6,3,0,30.0,73.0,24.333333333333332
371,2025-01-02 06:55:00,North,Medical,653,3,28,Normal,0,24,6,3,0,19.0,73.0,24.333333333333332
372,2025-01-02 07:00:00,East,Fire,987,4,23,Severe,0,41,7,3,0,24.0,84.0,28.0
373,2025-01-02 07:05:00,West,Other,183,1,19,Normal,0,27,7,3,0,41.0,92.0,30.666666666666668
374,2025-01-02 07:10:00,West,Police,674,2,8,Normal,0,16,7,3,0,27.0,84.0,28.0
375,2025-01-02 07:15:00,East,Other,288,1,8,Normal,0,19,7,3,0,16.0,62.0,20.666666666666668
376,2025-01-02 07:20:00,North,Fire,580,4,28,Normal,0,22,7,3,0,19.0,57.0,19.0
377,2025-01-02 07:25:00,North,Medical,865,3,10,Severe,0,38,7,3,0,22.0,79.0,26.333333333333332
378,2025-01-02 07:30:00,Central,Fire,783,4,23,Severe,0,34,7,3,0,38.0,94.0,31.333333333333332
379,2025-01-02 07:35:00,West,Police,542,2,22,Normal,0,17,7,3,0,34.0,89.0,29.666666666666668
380,2025-01-02 07:40:00,North,Medical,678,3,19,Normal,0,16,7,3,0,17.0,67.0,22.333333333333332
381,2025-01-02 07:45:00,Central,Medical,571,3,27,Severe,0,45,7,3,0,16.0,78.0,26.0
382,2025-01-02 07:50:00,North,Medical,779,3,14,Normal,0,15,7,3,0,45.0,76.0,25.333333333333332
383,2025-01-02 07:55:00,East,Police,301,2,21,Normal,0,30,7,3,0,15.0,90.0,30.0
384,2025-01-02 08:00:00,South,Police,295,2,11,Normal,0,28,8,3,0,30.0,73.0,24.333333333333332
385,2025-01-02 08:05:00,North,Medical,776,3,13,Severe,0,54,8,3,0,28.0,112.0,37.333333333333336
386,2025-01-02 08:10:00,Central,Other,164,1,21,Normal,0,33,8,3,0,54.0,115.0,38.333333333333336
387,2025-01-02 08:15:00,South,Medical,342,3,24,Normal,0,35,8,3,0,33.0,122.0,40.666666666666664
388,2025-01-02 08:20:00,West,Police,367,2,23,Normal,0,32,8,3,0,35.0,100.0,33.333333333333336
389,2025-01-02 08:25:00,East,Other,179,1,15,Normal,0,30,8,3,0,32.0,97.0,32.333333333333336
390,2025-01-02 08:30:00,East,Police,718,2,18,Normal,0,27,8,3,0,30.0,89.0,29.666666666666668
391,2025-01-02 08:35:00,Central,Medical,582,3,16,Normal,0,18,8,3,0,27.0,75.0,25.0
392,2025-01-02 08:40:00,East,Medical,349,3,20,Normal,0,34,8,3,0,18.0,79.0,26.333333333333332
393,2025-01-02 08:45:00,West,Other,183,1,26,Normal,0,20,8,3,0,34.0,72.0,24.0
394,2025-01-02 08:50:00,Central,Medical,328,3,28,Normal,0,35,8,3,0,20.0,89.0,29.666666666666668
395,2025-01-02 08:55:00,South,Medical,617,3,13,Normal,0,30,8,3,0,35.0,85.0,28.333333333333332
396,2025-01-02 09:00:00,West,Medical,686,3,14,Normal,0,29,9,3,0,30.0,94.0,31.333333333333332
397,2025-01-02 09:05:00,South,Police,494,2,19,Normal,0,32,9,3,0,29.0,91.0,30.333333333333332
398,2025-01-02 09:10:00,West,Medical,713,3,25,Normal,1,33,9,3,0,32.0,94.0,31.333333333333332
399,2025-01-02 09:15:00,North,Police,525,2,13,Severe,0,44,9,3,0,33.0,109.0,36.333333333333336
400,2025-01-02 09:20:00,Central,Other,249,1,23,Normal,0,22,9,3,0,44.0,99.0,33.0
401,2025-01-02 09:25:00,North,Medical,748,3,21,Normal,0,31,9,3,0,22.0,97.0,32.333333333333336
402,2025-01-02 09:30:00,South,Medical,536,3,18,Severe,0,51,9,3,0,31.0,104.0,34.666666666666664
403,2025-01-02 09:35:00,South,Police,618,2,24,Normal,0,50,9,3,0,51.0,132.0,44.0
404,2025-01-02 09:40:00,Central,Police,447,2,21,Severe,0,49,9,3,0,50.0,150.0,50.0
405,2025-01-02 09:45:00,North,Other,210,1,24,Normal,0,33,9,3,0,49.0,132.0,44.0
406,2025-01-02 09:50:00,South,Medical,360,3,22,Normal,0,25,9,3,0,33.0,107.0,35.666666666666664
407,2025-01-02 09:55:00,South,Other,226,1,23,Normal,0,33,9,3,0,25.0,91.0,30.333333333333332
408,2025-01-02 10:00:00,North,Medical,793,3,14,Normal,0,24,10,3,0,33.0,82.0,27.333333333333332
409,2025-01-02 10:05:00,West,Medical,848,3,13,Normal,0,24,10,3,0,24.0,81.0,27.0
410,2025-01-02 10:10:00,East,Police,619,2,22,Normal,0,19,10,3,0,24.0,67.0,22.333333333333332
411,2025-01-02 10:15:00,East,Police,404,2,8,Severe,0,28,10,3,0,19.0,71.0,23.666666666666668
412,2025-01-02 10:20:00,West,Medical,302,3,18,Normal,0,20,10,3,0,28.0,67.0,22.333333333333332
413,2025-01-02 10:25:00,Central,Medical,320,3,22,Normal,0,28,10,3,0,20.0,76.0,25.333333333333332
414,2025-01-02 10:30:00,Central,Medical,439,3,28,Normal,0,22,10,3,0,28.0,70.0,23.333333333333332
415,2025-01-02 10:35:00,North,Other,131,1,27,Normal,0,23,10,3,0,22.0,73.0,24.333333333333332
416,2025-01-02 10:40:00,North,Medical,436,3,10,Normal,1,31,10,3,0,23.0,76.0,25.333333333333332
417,2025-01-02 10:45:00,East,Fire,1125,4,13,Normal,0,22,10,3,0,31.0,76.0,25.333333333333332
418,2025-01-02 10:50:00,Central,Medical,896,3,6,Normal,0,15,10,3,0,22.0,68.0,22.666666666666668
419,2025-01-02 10:55:00,North,Fire,815,4,14,Normal,0,17,10,3,0,15.0,54.0,18.0
420,2025-01-02 11:00:00,South,Police,739,2,15,Normal,0,22,11,3,0,17.0,54.0,18.0
421,2025-01-02 11:05:00,West,Police,562,2,13,Normal,0,18,11,3,0,22.0,57.0,19.0
422,2025-01-02 11:10:00,South,Medical,653,3,23,Normal,0,20,11,3,0,18.0,60.0,20.0
423,2025-01-02 11:15:00,Central,Medical,581,3,21,Normal,0,23,11,3,0,20.0,61.0,20.333333333333332
424,2025-01-02 11:20:00,North,Other,292,1,21,Normal,0,27,11,3,0,23.0,70.0,23.333333333333332
425,2025-01-02 11:25:00,Central,Police,615,2,20,Normal,0,22,11,3,0,27.0,72.0,24.0
426,2025-01-02 11:30:00,North,Other,217,1,13,Normal,0,20,11,3,0,22.0,69.0,23.0
427,2025-01-02 11:35:00,East,Medical,841,3,29,Normal,0,25,11,3,0,20.0,67.0,22.333333333333332
428,2025-01-02 11:40:00,West,Medical,591,3,19,Severe,0,34,11,3,0,25.0,79.0,26.333333333333332
429,2025-01-02 11:45:00,Central,Other,119,1,14,Normal,0,12,11,3,0,34.0,71.0,23.666666666666668
430,2025-01-02 11:50:00,East,Police,706,2,24,Normal,0,18,11,3,0,12.0,64.0,21.333333333333332
431,2025-01-02 11:55:00,South,Police,760,2,13,Normal,0,28,11,3,0,18.0,58.0,19.333333333333332
432,2025-01-02 12:00:00,North,Police,400,2,9,Normal,0,24,12,3,0,28.0,70.0,23.333333333333332
433,2025-01-02 12:05:00,East,Police,243,2,11,Normal,0,22,12,3,0,24.0,74.0,24.666666666666668
434,2025-01-02 12:10:00,East,Fire,889,4,9,Normal,0,18,12,3,0,22.0,64.0,21.333333333333332
435,2025-01-02 12:15:00,East,Medical,819,3,12,Normal,0,17,12,3,0,18.0,57.0,19.0
436,2025-01-02 12:20:00,West,Police,594,2,19,Normal,0,16,12,3,0,17.0,51.0,17.0
437,2025-01-02 12:25:00,South,Other,161,1,10,Normal,0,14,12,3,0,16.0,47.0,15.666666666666666
438,2025-01-02 12:30:00,Central,Other,209,1,17,Normal,0,23,12,3,0,14.0,53.0,17.666666666666668
439,2025-01-02 12:35:00,West,Police,539,2,16,Normal,0,25,12,3,0,23.0,62.0,20.666666666666668
440,2025-01-02 12:40:00,Central,Other,262,1,19,Normal,0,19,12,3,0,25.0,67.0,22.333333333333332
441,2025-01-02 12:45:00,East,Police,654,2,12,Normal,0,22,12,3,0,19.0,66.0,22.0
442,2025-01-02 12:50:00,Central,Medical,326,3,24,Normal,0,23,12,3,0,22.0,64.0,21.333333333333332
443,2025-01-02 12:55:00,East,Other,262,1,19,Severe,0,46,12,3,0,23.0,91.0,30.333333333333332
444,2025-01-02 13:00:00,West,Police,797,2,10,Normal,0,25,13,3,0,46.0,94.0,31.333333333333332
445,2025-01-02 13:05:00,East,Medical,814,3,20,Severe,0,44,13,3,0,25.0,115.0,38.333333333333336
446,2025-01-02 13:10:00,Central,Police,649,2,14,Normal,0,18,13,3,0,44.0,87.0,29.0
447,2025-01-02 13:15:00,East,Other,282,1,9,Normal,0,21,13,3,0,18.0,83.0,27.666666666666668
448,2025-01-02 13:20:00,North,Fire,1077,4,29,Normal,0,19,13,3,0,21.0,58.0,19.333333333333332
449,2025-01-02 13:25:00,South,Medical,374,3,25,Severe,0,47,13,3,0,19.0,87.0,29.0
450,2025-01-02 13:30:00,North,Police,459,2,5,Normal,0,12,13,3,0,47.0,78.0,26.0
451,2025-01-02 13:35:00,Central,Other,211,1,5,Normal,0,19,13,3,0,12.0,78.0,26.0
452,2025-01-02 13:40:00,South,Fire,1141,4,6,Normal,0,31,13,3,0,19.0,62.0,20.666666666666668
453,2025-01-02 13:45:00,West,Medical,595,3,21,Normal,0,21,13,3,0,31.0,71.0,23.666666666666668
454,2025-01-02 13:50:00,Central,Other,254,1,25,Normal,0,26,13,3,0,21.0,78.0,26.0
455,2025-01-02 13:55:00,Central,Other,338,1,27,Normal,0,14,13,3,0,26.0,61.0,20.333333333333332
456,2025-01-02 14:00:00,West,Medical,567,3,21,Severe,0,45,14,3,0,14.0,85.0,28.333333333333332
457,2025-01-02 14:05:00,South,Medical,663,3,6,Normal,0,17,14,3,0,45.0,76.0,25.333333333333332
458,2025-01-02 14:10:00,Central,Police,783,2,12,Normal,0,29,14,3,0,17.0,91.0,30.333333333333332
459,2025-01-02 14:15:00,Central,Medical,359,3,14,Normal,0,16,14,3,0,29.0,62.0,20.666666666666668
460,2025-01-02 14:20:00,Central,Medical,815,3,22,Normal,0,22,14,3,0,16.0,67.0,22.333333333333332
461,2025-01-02 14:25:00,South,Other,110,1,18,Normal,0,15,14,3,0,22.0,53.0,17.666666666666668
462,2025-01-02 14:30:00,East,Medical,745,3,27,Normal,0,21,14,3,0,15.0,58.0,19.333333333333332
463,2025-01-02 14:35:00,South,Medical,525,3,13,Normal,0,17,14,3,0,21.0,53.0,17.666666666666668
464,2025-01-02 14:40:00,Central,Other,139,1,24,Normal,0,22,14,3,0,17.0,60.0,20.0
465,2025-01-02 14:45:00,West,Fire,610,4,11,Normal,0,20,14,3,0,22.0,59.0,19.666666666666668
466,2025-01-02 14:50:00,East,Police,687,2,17,Normal,0,14,14,3,0,20.0,56.0,18.666666666666668
467,2025-01-02 14:55:00,West,Fire,1006,4,26,Normal,0,20,14,3,0,14.0,54.0,18.0
468,2025-01-02 15:00:00,West,Medical,750,3,7,Normal,0,18,15,3,0,20.0,52.0,17.333333333333332
469,2025-01-02 15:05:00,East,Other,355,1,16,Normal,0,14,15,3,0,18.0,52.0,17.333333333333332
470,2025-01-02 15:10:00,North,Medical,586,3,25,Normal,0,24,15,3,0,14.0,56.0,18.666666666666668
471,2025-01-02 15:15:00,South,Police,475,2,24,Normal,0,17,15,3,0,24.0,55.0,18.333333333333332
472,2025-01-02 15:20:00,North,Medical,627,3,22,Normal,0,19,15,3,0,17.0,60.0,20.0
473,2025-01-02 15:25:00,East,Police,428,2,21,Severe,0,42,15,3,0,19.0,78.0,26.0
474,2025-01-02 15:30:00,North,Police,212,2,22,Normal,0,21,15,3,0,42.0,82.0,27.333333333333332
475,2025-01-02 15:35:00,Central,Medical,766,3,24,Normal,0,15,15,3,0,21.0,78.0,26.0
476,2025-01-02 15:40:00,West,Medical,607,3,13,Normal,0,24,15,3,0,15.0,60.0,20.0
477,2025-01-02 15:45:00,North,Police,271,2,16,Normal,0,16,15,3,0,24.0,55.0,18.333333333333332
478,2025-01-02 15:50:00,East,Police,680,2,25,Normal,0,18,15,3,0,16.0,58.0,19.333333333333332
479,2025-01-02 15:55:00,Central,Police,698,2,26,Severe,0,38,15,3,0,18.0,72.0,24.0
480,2025-01-02 16:00:00,Central,Other,162,1,12,Normal,0,19,16,3,0,38.0,75.0,25.0
481,2025-01-02 16:05:00,West,Other,218,1,9,Normal,0,21,16,3,0,19.0,78.0,26.0
482,2025-01-02 16:10:00,South,Fire,969,4,21,Normal,0,17,16,3,0,21.0,57.0,19.0
483,2025-01-02 16:15:00,East,Other,309,1,20,Normal,0,18,16,3,0,17.0,56.0,18.666666666666668
484,2025-01-02 16:20:00,West,Medical,436,3,19,Severe,0,33,16,3,0,18.0,68.0,22.666666666666668
485,2025-01-02 16:25:00,South,Medical,372,3,24,Normal,0,19,16,3,0,33.0,70.0,23.333333333333332
486,2025-01-02 16:30:00,East,Medical,855,3,19,Normal,0,24,16,3,0,19.0,76.0,25.333333333333332
487,2025-01-02 16:35:00,North,Fire,977,4,7,Normal,0,17,16,3,0,24.0,60.0,20.0
488,2025-01-02 16:40:00,Central,Police,493,2,19,Normal,0,25,16,3,0,17.0,66.0,22.0
489,2025-01-02 16:45:00,North,Medical,369,3,21,Normal,0,23,16,3,0,25.0,65.0,21.666666666666668
490,2025-01-02 16:50:00,South,Police,379,2,21,Normal,0,20,16,3,0,23.0,68.0,22.666666666666668
491,2025-01-02 16:55:00,Central,Fire,455,4,17,Normal,0,24,16,3,0,20.0,67.0,22.333333333333332
492,2025-01-02 17:00:00,East,Police,644,2,26,Normal,0,23,17,3,0,24.0,67.0,22.333333333333332
493,2025-01-02 17:05:00,West,Medical,738,3,26,Normal,0,16,17,3,0,23.0,63.0,21.0
494,2025-01-02 17:10:00,South,Other,308,1,26,Normal,0,16,17,3,0,16.0,55.0,18.333333333333332
495,2025-01-02 17:15:00,North,Police,365,2,21,Normal,0,18,17,3,0,16.0,50.0,16.666666666666668
496,2025-01-02 17:20:00,Central,Police,708,2,17,Severe,0,41,17,3,0,18.0,75.0,25.0
497,2025-01-02 17:25:00,South,Police,416,2,6,Normal,0,28,17,3,0,41.0,87.0,29.0
498,2025-01-02 17:30:00,South,Other,372,1,29,Normal,0,19,17,3,0,28.0,88.0,29.333333333333332
499,2025-01-02 17:35:00,East,Police,618,2,21,Normal,0,19,17,3,0,19.0,66.0,22.0
